WilliamR,3731.9688
LongShort,3951.052
KAMA,3573.3218
WMA,3875.5063
RAVI,3747.0781
VWAP,3852.8423
ROC,3633.7598
NVI,3709.3052
PPO,3731.9688
MACD,3633.7593
CoppCurve,3694.196
PVI,3845.2878
MVWAP,3641.3137
StochasticOscillatorK,3663.978
Chaikin,3898.17
HMA,3792.4055
fundamentalist , 3921.8992
TripleExpMovingAverage,3949.272
SimpleMovingAverage,3894.5293
ExpMovingAverage,3792.8645
DoubleExpMovingAverage,3988.373
ZLEMA,3777.224
RSI,3792.8647
TimeLag,3972.733
AD,3855.4272
WilliamR,3941.4512
LongShort,3957.0923
KAMA,3925.81
WMA,3863.2473
RAVI,3769.4036
VWAP,3800.6843
ROC,3816.3257
NVI,3980.5532
PPO,4027.4746
MACD,3933.6313
CoppCurve,3847.607
PVI,3878.8887
MVWAP,3800.6848
StochasticOscillatorK,3871.0676
Chaikin,3917.9897
HMA,3972.732
fundamentalist , 3849.801
TripleExpMovingAverage,3816.9102
SimpleMovingAverage,3732.77
ExpMovingAverage,3931.647
DoubleExpMovingAverage,3510.9458
ZLEMA,3824.56
RSI,3755.7173
TimeLag,3832.209
AD,3878.1035
WilliamR,3793.963
LongShort,3771.0156
KAMA,3847.5066
WMA,3901.0508
RAVI,3885.7524
VWAP,3878.1035
ROC,3847.507
NVI,3671.5774
PPO,3923.998
MACD,3969.893
CoppCurve,3633.3313
PVI,3778.6648
MVWAP,3832.2085
StochasticOscillatorK,3686.8755
Chaikin,3671.5774
HMA,3717.4714
fundamentalist , 3800.0325
TripleExpMovingAverage,3807.9832
SimpleMovingAverage,3898.8296
ExpMovingAverage,3800.4126
DoubleExpMovingAverage,3770.1304
ZLEMA,3815.5535
RSI,3762.5598
TimeLag,3732.2778
AD,3754.989
WilliamR,3747.4187
LongShort,3792.8423
KAMA,3573.2964
WMA,3641.4316
RAVI,3883.6882
VWAP,3512.732
ROC,3876.118
NVI,3762.5605
PPO,3671.7134
MACD,3959.394
CoppCurve,3777.7007
PVI,3770.1301
MVWAP,3838.2651
StochasticOscillatorK,3800.4126
Chaikin,3656.5723
HMA,3770.1304
fundamentalist , 3686.6855
TripleExpMovingAverage,3712.8328
SimpleMovingAverage,3550.7651
ExpMovingAverage,3705.4673
DoubleExpMovingAverage,3749.6665
ZLEMA,3580.232
RSI,3742.3
TimeLag,3690.733
AD,3653.8992
WilliamR,3705.4663
LongShort,3690.7332
KAMA,3624.4324
WMA,3661.2656
RAVI,3624.4324
VWAP,3712.834
ROC,3808.601
NVI,3653.8992
PPO,3683.3665
MACD,3624.4324
CoppCurve,3617.066
PVI,3639.1655
MVWAP,3661.266
StochasticOscillatorK,3565.4985
Chaikin,3683.3665
HMA,3572.8652
fundamentalist , 3799.537
TripleExpMovingAverage,3779.011
SimpleMovingAverage,3984.308
ExpMovingAverage,3900.6692
DoubleExpMovingAverage,3794.2173
ZLEMA,3664.9556
RSI,3657.352
TimeLag,3626.9375
AD,3756.1992
WilliamR,3839.8394
LongShort,3855.0464
KAMA,3756.1997
WMA,3847.4434
RAVI,3740.9917
VWAP,3748.5957
ROC,3748.5957
NVI,3786.614
PPO,4060.345
MACD,3908.2722
CoppCurve,3817.028
PVI,3915.8762
MVWAP,3877.858
StochasticOscillatorK,3740.9917
Chaikin,3885.461
HMA,3748.5952
fundamentalist , 3865.1873
TripleExpMovingAverage,3692.2883
SimpleMovingAverage,3817.186
ExpMovingAverage,3965.5015
DoubleExpMovingAverage,3996.726
ZLEMA,3832.7976
RSI,3840.604
TimeLag,3684.482
AD,3746.931
WilliamR,3801.5735
LongShort,3965.502
KAMA,3903.0532
WMA,3832.7983
RAVI,3723.5122
VWAP,3840.6042
ROC,3981.1133
NVI,3645.4517
PPO,4020.1445
MACD,3957.6958
CoppCurve,4066.981
PVI,4066.9812
